,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,present_prize
2337,Mercedes-Benz,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner,1722697
2338,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner,111360
2339,Tata,2014,291000,90000,Diesel,Individual,Manual,First Owner,370397
2340,Maruti,2013,92800,25000,Petrol,Individual,Manual,Second Owner,95815
2341,Renault,2016,350000,20000,Petrol,Individual,Manual,First Owner,596820
2342,Maruti,1998,65000,60000,Petrol,Dealer,Manual,Third Owner,78000
2343,Maruti,2015,650000,58000,Diesel,Individual,Manual,First Owner,1009536
2344,Maruti,2014,350000,40000,Petrol,Dealer,Manual,First Owner,603340
2345,Maruti,2005,75000,70000,Petrol,Individual,Manual,Second Owner,90000
2346,Hyundai,2012,440000,70000,Diesel,Dealer,Manual,First Owner,745060
2347,Hyundai,2013,270000,60000,Petrol,Individual,Manual,First Owner,446573
2348,Toyota,2014,1150000,135000,Diesel,Dealer,Manual,First Owner,1908663
2349,Maruti,2015,238000,70000,Petrol,Dealer,Manual,First Owner,285600
2350,Mercedes-Benz,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner,1795729
2351,Mahindra,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner,1828937
2352,Skoda,2010,260000,150000,Diesel,Individual,Manual,First Owner,440608
2353,Toyota,2012,350000,140000,Diesel,Individual,Manual,Third Owner,575945
2354,Toyota,2015,480000,70000,Diesel,Individual,Manual,First Owner,771934
2355,Toyota,2012,345000,137250,Diesel,Individual,Manual,Second Owner,414000
2356,Mahindra,2013,500000,110000,Diesel,Individual,Manual,Second Owner,693068
2357,Hyundai,2017,595000,27000,Petrol,Dealer,Manual,First Owner,742801
2358,Hyundai,2019,1295000,9000,Diesel,Dealer,Manual,First Owner,2039802
2359,Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,2184158
2360,Renault,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car,867519
2361,Hyundai,2018,515000,16000,Petrol,Dealer,Manual,First Owner,796035
2362,Ford,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car,1508896
2363,Renault,2012,325000,47000,Diesel,Dealer,Manual,First Owner,390000
2364,Maruti,2018,925000,22000,Petrol,Individual,Manual,First Owner,1347401
2365,Nissan,2017,844999,30000,Petrol,Individual,Manual,First Owner,1433739
2366,Maruti,2018,925000,20000,Petrol,Individual,Manual,First Owner,1608899
2367,Tata,2013,300000,60000,Diesel,Individual,Manual,First Owner,420640
2368,Toyota,2008,650000,75000,Petrol,Individual,Manual,Second Owner,1110176
2369,Maruti,2010,175000,64000,Petrol,Dealer,Manual,First Owner,210000
2370,Maruti,2015,325000,80000,Diesel,Individual,Manual,First Owner,390000
2371,Renault,2017,600000,90000,Diesel,Individual,Manual,First Owner,910063
2372,Maruti,2018,700000,30000,Petrol,Individual,Manual,First Owner,1030429
2373,Toyota,2003,95000,120000,Petrol,Individual,Automatic,Second Owner,159274
2374,Maruti,2019,490000,20000,Petrol,Dealer,Manual,First Owner,793353
2375,Tata,2013,380000,100000,Diesel,Individual,Manual,First Owner,513347
2376,Hyundai,2018,550000,31000,Petrol,Dealer,Manual,First Owner,938627
2377,Maruti,2013,225000,47000,Petrol,Dealer,Manual,First Owner,270000
2378,Tata,2018,570000,11200,Petrol,Individual,Manual,First Owner,898718
2379,Maruti,2018,305000,35000,Petrol,Dealer,Manual,First Owner,518096
2380,Maruti,2010,240000,50000,LPG,Dealer,Manual,First Owner,252589
2381,Maruti,2015,700000,55000,Diesel,Dealer,Manual,First Owner,990242
2382,Maruti,2018,288000,20000,Petrol,Dealer,Manual,First Owner,432017
2383,Mahindra,2017,800000,75000,Diesel,Dealer,Manual,First Owner,1399614
2384,Maruti,2017,430000,93000,Petrol,Dealer,Manual,First Owner,709481
2385,Chevrolet,2009,195000,57000,Diesel,Dealer,Manual,Second Owner,291446
2386,Maruti,2014,325000,30000,Petrol,Dealer,Manual,First Owner,401470
2387,Renault,2013,450000,73000,Diesel,Dealer,Manual,First Owner,672692
2388,Maruti,2016,630000,65000,Diesel,Dealer,Manual,First Owner,833348
2389,Maruti,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,300000
2390,Hyundai,2007,135000,85000,Petrol,Dealer,Manual,First Owner,162000
2391,Chevrolet,2010,110000,73000,Petrol,Individual,Manual,First Owner,164531
2392,Maruti,2012,350000,55000,Diesel,Dealer,Manual,First Owner,484345
2393,Maruti,2016,240000,5800,Petrol,Individual,Manual,Second Owner,245148
2394,Toyota,2009,350000,350000,Diesel,Individual,Manual,First Owner,555468
2395,Maruti,2018,600000,30000,Petrol,Individual,Manual,First Owner,912880
2396,Maruti,2018,750000,20000,Diesel,Individual,Manual,First Owner,1110654
2397,Hyundai,2018,270000,20000,Petrol,Individual,Manual,First Owner,339799
2398,Maruti,2007,90000,100000,Petrol,Individual,Manual,Second Owner,108000
2399,Maruti,2013,350000,65000,Petrol,Individual,Manual,First Owner,567421
2400,Ford,2013,285000,90000,Diesel,Individual,Manual,Second Owner,341858
2401,Toyota,2011,665000,267000,Diesel,Individual,Manual,Second Owner,1120656
2402,Mahindra,2005,175000,250000,Diesel,Individual,Manual,Second Owner,210000
2403,Mahindra,2011,350000,140000,Diesel,Individual,Manual,Second Owner,606223
2404,Honda,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,1943521
2405,Honda,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,342000
2406,Honda,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,1577966
2407,Honda,2018,780000,32114,Diesel,Dealer,Manual,First Owner,1078417
2408,Maruti,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,399193
2409,Maruti,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,164738
2410,Honda,2018,625000,68458,Petrol,Dealer,Manual,First Owner,1012440
2411,Maruti,2010,265000,42000,Petrol,Individual,Manual,First Owner,322042
2412,Honda,2014,515000,90000,Diesel,Individual,Manual,Second Owner,880533
2413,Hyundai,2016,210000,30000,Petrol,Individual,Manual,First Owner,335018
2414,Maruti,2009,140000,80000,Petrol,Individual,Manual,Second Owner,168000
2415,Toyota,2015,940000,128000,Diesel,Individual,Manual,First Owner,1634329
2416,Nissan,2013,750000,80000,Diesel,Individual,Manual,First Owner,1250028
2417,Maruti,2016,610000,100000,Diesel,Individual,Manual,First Owner,864417
2418,Nissan,2015,450000,50000,Diesel,Individual,Manual,First Owner,716107
2419,Toyota,2012,409999,56000,Diesel,Individual,Manual,First Owner,525631
2420,Hyundai,2018,100000,21302,Petrol,Individual,Manual,First Owner,120000
2421,Hyundai,2016,650000,100000,Diesel,Individual,Manual,First Owner,1053092
2422,Mahindra,2017,650000,80000,Diesel,Individual,Manual,First Owner,921808
2423,Hyundai,2010,150000,105546,Petrol,Individual,Manual,First Owner,245980
2424,Toyota,2018,500000,10000,Petrol,Individual,Manual,First Owner,778680
2425,Toyota,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,1527256
2426,Hyundai,2013,340000,35000,Petrol,Individual,Manual,First Owner,547046
2427,Hyundai,2019,800000,11240,Petrol,Individual,Manual,First Owner,1364035
2428,Toyota,2013,1010000,120000,Diesel,Individual,Manual,First Owner,1652967
2429,Toyota,2011,350000,120000,Diesel,Individual,Manual,Third Owner,487738
2430,Maruti,2016,595000,70000,Diesel,Individual,Manual,First Owner,761590
2431,Mahindra,2014,700000,130000,Diesel,Individual,Manual,Third Owner,1146927
2432,Renault,2019,265000,40000,Petrol,Individual,Manual,First Owner,347606
2433,Maruti,2015,320000,60000,Petrol,Individual,Manual,Second Owner,492510
2434,Honda,2011,310000,110000,Petrol,Individual,Manual,First Owner,328498
2435,Honda,2014,700000,130000,Diesel,Individual,Manual,First Owner,1093018
2436,Maruti,2009,130000,80000,Petrol,Individual,Manual,Second Owner,156000
2437,Maruti,2009,150000,120000,Diesel,Individual,Manual,Second Owner,180000
2438,Honda,2015,300000,104000,Diesel,Individual,Manual,Second Owner,360000
2439,Maruti,2011,150000,100000,Petrol,Individual,Manual,Second Owner,180000
2440,Honda,2003,120000,132343,Petrol,Individual,Manual,Second Owner,144000
2441,Hyundai,2016,950000,90000,Diesel,Individual,Manual,Second Owner,1458775
2442,Maruti,2007,100000,60000,Petrol,Individual,Manual,Second Owner,120000
2443,Honda,2015,450000,76000,Diesel,Individual,Manual,First Owner,629341
2444,Maruti,2004,30000,60000,Petrol,Individual,Manual,Third Owner,36000
2445,Mahindra,2009,200000,30000,Petrol,Individual,Manual,Second Owner,240000
2446,Tata,2010,250000,96000,Diesel,Individual,Manual,Second Owner,271714
2447,Mahindra,2018,1300000,10000,Diesel,Individual,Manual,First Owner,2000626
2448,Toyota,2017,425000,36000,Diesel,Dealer,Manual,First Owner,534930
2449,Honda,2017,550000,12997,Diesel,Dealer,Manual,First Owner,677150
2450,Maruti,2017,500000,40000,Petrol,Individual,Automatic,First Owner,667197
2451,Hyundai,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,1851707
2452,Maruti,2015,475000,24600,Petrol,Dealer,Manual,First Owner,754131
2453,Maruti,2011,260000,28481,Petrol,Dealer,Manual,First Owner,312000
2454,Ford,2013,350000,100000,Petrol,Individual,Manual,First Owner,574628
2455,Mahindra,2013,750000,41988,Diesel,Dealer,Manual,First Owner,1179715
2456,Maruti,2009,180000,30375,Petrol,Dealer,Manual,First Owner,310821
2457,Renault,2017,350000,7658,Petrol,Dealer,Automatic,First Owner,351481
2458,Maruti,2017,611000,34400,Diesel,Dealer,Manual,First Owner,1004483
2459,Renault,2017,325000,18500,Petrol,Dealer,Manual,First Owner,390000
2460,Maruti,2015,280000,26134,Petrol,Dealer,Manual,First Owner,336000
2461,Maruti,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,486060
2462,Mahindra,2012,711000,53600,Diesel,Dealer,Manual,First Owner,959589
2463,Toyota,2015,851000,53652,Diesel,Dealer,Manual,First Owner,1223427
2464,Maruti,2011,260000,52895,Diesel,Dealer,Manual,First Owner,312000
2465,Hyundai,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,761040
2466,Mahindra,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,1575498
2467,Mahindra,2012,550000,60236,Diesel,Dealer,Manual,First Owner,901652
2468,Maruti,2014,210000,70000,Petrol,Individual,Manual,Second Owner,322682
2469,Maruti,2014,210000,70000,Petrol,Individual,Manual,Third Owner,218205
2470,Mahindra,2009,290000,100000,Diesel,Individual,Manual,Second Owner,415392
2471,Fiat,2008,250999,110000,Diesel,Individual,Manual,First Owner,434246
2472,Renault,2019,600000,10300,Petrol,Individual,Manual,First Owner,852601
2473,Fiat,2014,270000,120000,Diesel,Individual,Manual,Second Owner,332304
2474,Tata,2012,550000,142000,Diesel,Individual,Manual,First Owner,859699
2475,Mahindra,2017,800000,25000,Diesel,Individual,Manual,First Owner,1317831
2476,Tata,2020,500000,5000,Petrol,Individual,Manual,First Owner,758818
2477,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner,867792
2478,Hyundai,2016,396000,28643,Petrol,Dealer,Manual,First Owner,610690
2479,Honda,2014,600000,50000,Diesel,Individual,Manual,First Owner,843040
2480,Maruti,2019,575000,30000,Petrol,Dealer,Manual,First Owner,710086
2481,Hyundai,2020,520000,5000,Petrol,Individual,Manual,First Owner,657450
2482,Mahindra,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,2430930
2483,Maruti,2018,600000,7600,Petrol,Individual,Automatic,First Owner,752518
2484,Chevrolet,2013,195000,47253,Diesel,Dealer,Manual,First Owner,323096
2485,Maruti,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,459337
2486,Tata,2010,75000,110000,Petrol,Individual,Manual,Second Owner,90000
2487,Hyundai,2014,400000,25000,Petrol,Individual,Manual,First Owner,550531
2488,Tata,2009,93000,70000,Diesel,Individual,Manual,Second Owner,111600
2489,Hyundai,2016,560000,68523,Petrol,Dealer,Manual,First Owner,902832
2490,Hyundai,2019,400000,5000,Petrol,Individual,Manual,First Owner,504727
2491,Tata,2018,459999,40000,Petrol,Individual,Manual,First Owner,610700
2492,Hyundai,2017,450000,43000,Diesel,Individual,Manual,First Owner,673632
2493,Maruti,2010,88000,80251,CNG,Dealer,Manual,Second Owner,105600
2494,Hyundai,2010,250000,34500,Petrol,Individual,Manual,Second Owner,300000
2495,Ford,2000,22000,42743,Petrol,Dealer,Manual,Third Owner,26400
2496,Chevrolet,2013,130000,93900,Diesel,Individual,Manual,Second Owner,168126
2497,Maruti,2004,79000,80000,Petrol,Individual,Manual,First Owner,94800
2498,Chevrolet,2012,120000,110000,Diesel,Individual,Manual,First Owner,144000
2499,BMW,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,2855700
2500,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner,433248
2501,Chevrolet,2012,300000,25000,Diesel,Individual,Manual,First Owner,466734
2502,Maruti,2009,145000,25000,Petrol,Individual,Manual,First Owner,174000
2503,Ford,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,5597313
2504,Chevrolet,2013,240000,10000,Petrol,Individual,Manual,First Owner,288000
2505,Honda,2018,700000,30000,Diesel,Individual,Manual,First Owner,1157683
2506,Hyundai,2010,145000,110000,Petrol,Individual,Manual,Second Owner,174000
2507,Maruti,2014,535000,80000,Diesel,Individual,Manual,Second Owner,786813
2508,Mahindra,2016,420000,21000,Petrol,Individual,Manual,First Owner,510388
2509,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner,492676
2510,Maruti,2015,550000,32000,Diesel,Individual,Manual,First Owner,805125
2511,Mitsubishi,2007,750000,180000,Diesel,Individual,Manual,First Owner,1016380
2512,Tata,2012,198000,70000,Diesel,Individual,Manual,Second Owner,341730
2513,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner,577557
2514,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner,602144
2515,Ford,2004,195000,120000,Diesel,Individual,Manual,First Owner,234000
2516,Hyundai,2012,150000,55766,Petrol,Individual,Manual,Second Owner,180000
2517,Nissan,2011,275000,40000,Petrol,Individual,Manual,Second Owner,330000
2518,Maruti,2001,65000,60000,Petrol,Individual,Manual,Third Owner,108359
2519,Maruti,2008,200000,50000,Petrol,Individual,Manual,First Owner,240000
2520,Maruti,2010,250000,110000,Diesel,Individual,Manual,Second Owner,429099
2521,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,519686
2522,Maruti,2018,590000,26350,Diesel,Dealer,Manual,First Owner,855680
2523,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner,270000
2524,Tata,2015,225000,68745,Diesel,Dealer,Manual,First Owner,270000
2525,Maruti,2006,165000,132000,Petrol,Individual,Manual,First Owner,198000
2526,Mahindra,2019,860000,35000,Diesel,Individual,Manual,First Owner,1470933
2527,Mahindra,2016,900000,47000,Diesel,Individual,Manual,First Owner,1518540
2528,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner,218400
2529,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner,101652
2530,Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner,120000
2531,Maruti,2017,375000,27289,Petrol,Dealer,Automatic,First Owner,615701
2532,Tata,2018,525000,10980,Petrol,Dealer,Automatic,First Owner,822011
2533,Hyundai,2016,320000,24662,Petrol,Dealer,Manual,First Owner,384000
2534,Maruti,2013,525000,37000,Diesel,Dealer,Manual,First Owner,774286
2535,Nissan,2014,650000,28245,Diesel,Dealer,Manual,First Owner,1032930
2536,Hyundai,2017,575000,27005,Diesel,Dealer,Manual,First Owner,787964
2537,Hyundai,2014,355000,39227,Petrol,Dealer,Manual,First Owner,578637
2538,Mahindra,2016,470000,31367,Diesel,Dealer,Manual,First Owner,732447
2539,Maruti,2008,221000,35008,Petrol,Dealer,Manual,First Owner,265200
2540,Hyundai,2009,195000,27005,Petrol,Dealer,Manual,First Owner,283307
2541,Maruti,2001,85000,86000,Petrol,Individual,Manual,Second Owner,102000
2542,Maruti,2013,400000,50000,Diesel,Individual,Manual,First Owner,572147
2543,Maruti,2017,650000,20000,Diesel,Individual,Manual,First Owner,1135943
2544,Hyundai,2010,400000,50000,Petrol,Individual,Manual,First Owner,409363
2545,Tata,2012,295000,80000,Diesel,Individual,Manual,Second Owner,387886
2546,Maruti,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,60688
2547,Maruti,2003,110000,120000,Diesel,Individual,Manual,Third Owner,132000
2548,Fiat,2015,550000,113600,Diesel,Individual,Manual,First Owner,805093
2549,Hyundai,2008,190000,70000,Petrol,Individual,Manual,Third Owner,228000
2550,Ford,2018,861999,20000,Diesel,Dealer,Manual,First Owner,1435510
2551,Ford,2018,782000,14000,Petrol,Dealer,Manual,First Owner,1248398
2552,Ford,2018,836000,26000,Diesel,Dealer,Manual,First Owner,1410078
2553,Honda,2016,696000,138925,Petrol,Dealer,Manual,First Owner,1187469
2554,Honda,2016,596000,121764,Diesel,Dealer,Manual,First Owner,1029246
2555,Honda,2016,612000,105429,Petrol,Dealer,Manual,First Owner,865800
2556,Maruti,2015,114999,35000,Petrol,Individual,Manual,First Owner,180865
2557,Tata,2017,340000,60000,Diesel,Individual,Manual,First Owner,432415
2558,Maruti,2020,550000,5000,Petrol,Individual,Manual,First Owner,737963
2559,Chevrolet,2008,114999,70000,Petrol,Individual,Manual,Third Owner,137998
2560,Maruti,2000,105000,80000,Petrol,Individual,Manual,First Owner,126000
2561,Maruti,2019,890000,20000,Diesel,Individual,Manual,First Owner,1530217
2562,Tata,2019,715000,8000,Petrol,Individual,Manual,First Owner,1071899
2563,Hyundai,2014,525000,54000,Petrol,Dealer,Manual,Second Owner,864098
2564,Volkswagen,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,1250537
2565,Honda,2016,495000,11958,Petrol,Dealer,Manual,First Owner,656164
2566,Hyundai,2017,1025000,9000,Petrol,Dealer,Manual,First Owner,1759899
2567,Mahindra,2015,750000,70000,Diesel,Individual,Manual,First Owner,1272400
2568,Renault,2013,600000,120000,Diesel,Individual,Manual,First Owner,952878
2569,Hyundai,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,717086
2570,Hyundai,2007,80000,58000,Petrol,Dealer,Manual,Second Owner,82688
2571,Mahindra,2013,325000,62200,Diesel,Dealer,Manual,First Owner,344046
2572,Audi,2014,1470000,34000,Diesel,Dealer,Automatic,Second Owner,2496116
2573,Fiat,2015,350000,53000,Diesel,Individual,Manual,Second Owner,410800
2574,Audi,2013,2800000,49000,Diesel,Dealer,Automatic,First Owner,4828343
2575,Datsun,2017,210000,15000,Petrol,Dealer,Manual,Second Owner,278874
2576,Chevrolet,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,379804
2577,Volkswagen,2013,450000,50000,Petrol,Individual,Manual,First Owner,494613
2578,Audi,2013,1150000,53000,Diesel,Dealer,Automatic,First Owner,1746987
2579,Honda,2009,210000,63500,Petrol,Dealer,Automatic,First Owner,242934
2580,Mercedes-Benz,2018,4500000,9800,Petrol,Dealer,Automatic,First Owner,7781678
2581,Volkswagen,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,1311257
2582,BMW,2017,2750000,13000,Diesel,Individual,Automatic,First Owner,4759685
2583,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner,192000
2584,Mahindra,2014,550000,100000,Diesel,Individual,Manual,Second Owner,778213
2585,Maruti,2006,95000,110000,Petrol,Individual,Manual,Third Owner,143704
2586,Toyota,2014,725000,90000,Diesel,Individual,Manual,Second Owner,1038060
2587,Tata,2019,670000,17000,Petrol,Individual,Manual,First Owner,889700
2588,Maruti,2008,65000,140000,Petrol,Individual,Manual,First Owner,78000
2589,Mahindra,2015,500000,50000,Diesel,Individual,Manual,Second Owner,577013
2590,Mahindra,2017,600000,53000,Petrol,Individual,Manual,First Owner,975464
2591,Maruti,2017,350000,70000,Petrol,Individual,Manual,Second Owner,368855
